"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"VSAT","ViaSat, Inc.","63.48","3738057380.16","n/a","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vsat",
"VIAV","Viavi Solutions Inc.","9.31","2103355139.9","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/viav",
"VRTU","Virtusa Corporation","48.84","1437343764.12","n/a","2007","Technology","EDP Services","https://www.nasdaq.com/symbol/vrtu",
"VMW","Vmware, Inc.","133.22","53992849701.4","n/a","2007","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/vmw",
"VISI","Volt Information Sciences, Inc.","2.7","56777568.3","n/a","n/a","Technology","Professional Services","https://www.nasdaq.com/symbol/visi",
"VUZI","Vuzix Corporation","6.2","169412606.8","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/vuzi",
"WSTG","Wayside Technology Group, Inc.","13.8","62185601.4","n/a","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/wstg",
"WEB","Web.com Group, Inc.","18.75","928461862.5","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/web",
"WB","Weibo Corporation","115.5","7402086499.5","64087329","2014","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wb",
"WBT","Welbilt, Inc.","19.23","2689538183.4","n/a","2016","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wbt",
"WDC","Western Digital Corporation","79.79","23742336257.21","n/a","n/a","Technology","Electronic Components","https://www.nasdaq.com/symbol/wdc",
"WYY","WidePoint Corporation","0.5562","46182173.139","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wyy",
"WIT","Wipro Limited","4.76","21418831315.28","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wit",
"WIX","Wix.com Ltd.","81.5","3821403785","n/a","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wix",
"WDAY","Workday, Inc.","125.62","27023980014.02","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/wday",
"WK","Workiva Inc.","22.35","954541881.15","n/a","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/wk",
"WPP","WPP plc","85.75","21713803735.75","n/a","n/a","Technology","Advertising","https://www.nasdaq.com/symbol/wpp",
"WSCI","WSI Industries Inc.","4.8","14252198.4","n/a","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/wsci",
"XRX","Xerox Corporation","32.29","8223406443.17","n/a","n/a","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/xrx",
"XLNX","Xilinx, Inc.","64.53","16443226404.72","n/a","1990","Technology","Semiconductors","https://www.nasdaq.com/symbol/xlnx",
"XPER","Xperi Corporation","23.15","1144534217.45","n/a","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/xper",
"XPLR","Xplore Technologies Corp","3.17","34979060.68","n/a","n/a","Technology","Computer Manufacturing","https://www.nasdaq.com/symbol/xplr",
"XNET","Xunlei Limited","13.16","471400727.84","35820724","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/xnet",
"YNDX","Yandex N.V.","33.63","11020229060.01","n/a","2011","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/yndx",
"YEXT","Yext, Inc.","13.09","1258835768.96","n/a","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/yext",
"YGE","Yingli Green Energy Holding Company Limited","1.84","33444533.68","n/a","2007","Technology","Semiconductors","https://www.nasdaq.com/symbol/yge",
"YY","YY Inc.","96.67","4642330531.51","48022453","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/yy",
"ZBRA","Zebra Technologies Corporation","136.78","7298680512.62","n/a","1991","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/zbra",
"ZDGE","Zedge, Inc.","4.15","42285250.55","n/a","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/zdge",
"ZEN","Zendesk, Inc.","48.58","5064661360.36","n/a","2014","Technology","EDP Services","https://www.nasdaq.com/symbol/zen",
"ZIXI","Zix Corporation","5.19","281550374.13","n/a","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/zixi",
"ZS","Zscaler, Inc.","29.13","3417866798.91","n/a","2018","Technology","EDP Services","https://www.nasdaq.com/symbol/zs",
"ZUO","Zuora, Inc.","19.67","2036006726.74","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/zuo",
"ZNGA","Zynga Inc.","3.52","3054728385.28","n/a","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/znga",
